total-sqft,house-sqft,price
7250,2158,126600
7250,2158,126600
31650,1825,226300
31650,1825,226300
10272,2560,178900
7891,1566,132000
7891,1566,132000
9598,2560,178600
7470,4419,189200
0,10214,406800
0,6924,73776
0,14811,497700
0,8076,172400
0,4980,174000
0,5970,168200
0,10656,385400
7300,4071,166500
7500,4071,167800
9460,4656,184000
8440,1382,103200
3725,2888.80001,147800
0,5418,162100
3840,3717,72100
3840,3717,72100
4820,3480,106000
4820,3480,106000
0,8764,245000
5030,2160,168200
5030,2160,168200
0,12383.67,541600
5290,4695,189300
0,3672,198400
0,3672,198400
5540,3514,129600
151153,54415,875000
5000,1368,115100
5000,1330,99100
5000,1330,99100
6250,1368,114800
5200,2706,84600
5200,2706,84600
30540,27788,355900
0,5910,194300
0,5910,194300
7642,3483,141100
6738,1350,85300
6738,1350,85300
6272,2392,165700
6272,2392,165700
7350,1368,116500
9150,3353.75,130100
0,19972.41,799100
6,5940,183300
6875,6161,198300
4884,1441.60001,105900
4884,1441.60001,105900
126324,39361,5300000
0,3672,198400
4030,2698,135900
0,21480,823800
6530,3433,147900
6530,3433,147900
3134,2547.5,147400
6040,3961,162200
0,7881,215000
9170,3391.5,152200
0,6914,200000
12061,1430,92800
0,6120,179600
7200,4320,181600
7200,4320,181600
7285,3640,151400
7400,3666,156200
5805,7561,238100
7060,1575,131200
16800,10047,101600
6305,3582,62000
11250,972,105900
10590,1075.20001,109400
11100,2252,175600
15000,1568,104400
12570,2502,197200
12730,8443,57900
33506,1588,365500
72310,16436,2294300
6000,1249,134500
6860,1392,128100
6860,1392,128100
5045,1392,125100
6000,1374,129100
8456,1392,130900
35124,5911,390500
4985,19759,600000
6685,1470,139500
6720,1480,124500
14090,3391.5,192600
9365,2037,159400
7161,1636.25,141900
7151,1470,140500
7228,1470,144800
8271,1482,126600
30125,1580,136400
30125,1580,136400
9000,912,106600
12300,1209.60001,113100
0,5700,212300
0,6606,194300
7000,3986,80900
7000,3986,80900
7956,3676,140900
14995,8445.5,224100
14995,8445.5,224100
13525,3203.75,165800
13675,1075.20001,102100
8340,3744,166400
8250,2562,167000
0,6465,181900
308840,35417,1431700
308840,35417,1431700
6300,864,96400
15660,992,94300
9000,1456,149300
9000,1456,149300
8140,1390.5,136500
6700,1116,94200
6750,1446,107800
6750,1370.25,118900
7500,1242,111000
35005,8612,215000
35005,8612,215000
35005,8612,215000
6000,3918,152200
6445,3117.5,190400
6007,1500,141600
0,6930,216800
5020,3532.75,100806
2849,1340,136600
14505,1881.12,85900
6325,2236,158300
6075,2464,125900
5830,2548,84770
12345,1376,118100
38108,34659,463100
6570,3723,157400
6570,3723,157400
47916,24521,185000
7891,1566,132000
7627,1566,132100
151153,54415,875000
151153,54415,875000
22000,11720,214300
6250,1368,114800
5250,2185,113000
41300,33404,377400
0,5910,194300
6738,1350,85000
6738,1350,85000
6738,1350,85700
4950,3196.5,121900
0,5940,202400
8997,2123,176300
0,348,34200
0,879,53700
0,888,70100
0,922,70600
0,348,34200
0,839,69200
0,910,70400
0,886,70000
0,833,69100
0,439,42500
0,340,33500
0,886,70000
0,833,69100
0,949,71100
0,305,30300
0,453,43800
0,922,70600
0,910,70400
0,886,70000
0,833,69100
0,305,30300
0,682,49700
0,684,49800
0,940,59700
0,940,59700
0,1186,45100
0,1114,44400
0,1114,44400
0,1186,45100
0,1159,52400
0,1159,52400
0,1405,49400
0,1159,52400
0,376,33100
0,396,34700
0,400,35100
0,608,43300
0,608,43300
546329,60168,5218300
187334.4531,48012,1915800
33506,1588,365500
33506,1588,365500
609840,1488,150800
5907,1392,130700
6860,1392,128100
5080,1442,127400
9750,2250,133100
7662,1674.72,133800
3800,3150,130200
7151,1470,140500
7151,1470,140500
7151,1470,140500
8616,1470,144100
9380,1620.00001,131000
0,608,43300
0,608,43300
0,608,43300
0,608,43300
0,818,51500
0,373,27300
0,608,43300
0,608,43300
0,818,51500
0,818,51500
0,608,43300
0,608,43300
0,390,31500
0,706,34600
0,636,38800
0,368,26500
0,390,31500
0,390,31500
0,390,31500
0,390,31500
0,390,31500
0,390,31500
0,390,31500
0,390,31500
0,390,31500
0,390,31500
4892,2009.00001,147300
5805,1836,135500
8661,1241,86300
7501,2496,175400
7000,3600,115500
7000,3600,115500
7000,3600,115500
7000,2496,224500
0,390,31500
0,390,31500
0,390,31500
0,390,31500
0,843,53100
0,495,45500
0,727,62500
0,328,19800
0,656,30800
0,482,52100
0,482,52100
0,562,57900
0,482,52100
0,482,52100
0,562,57900
0,482,52100
0,482,52100
0,562,57900
0,698,34200
0,706,34600
0,698,34200
0,702,34400
0,702,34400
0,706,34600
0,706,34600
3002,2178,178600
9336,1881.12,89600
12684,1881.12,91700
0,1405,49400
0,839,69200
0,888,70100
0,922,70600
0,698,34200
0,702,34400
0,702,34400
0,706,34600
0,698,34200
0,706,34600
0,698,34200
0,702,34400
0,702,34400
0,544,36400
0,546,36500
0,408,29200
0,407,29100
0,410,29300
0,407,29100
0,368,26500
0,410,29300
0,408,29200
0,493,45300
0,493,45300
0,493,45300
0,495,45500
0,496,45600
0,369,34500
0,496,45600
0,340,33500
0,949,71100
0,305,30300
0,348,34200
0,405,39400
0,922,70600
0,839,69200
0,910,70400
0,348,34200
0,384,37500
0,839,69200
0,340,33500
0,949,71100
0,695,50600
0,675,49200
0,687,50000
0,874,53600
0,904,54000
0,675,49200
0,687,50000
0,874,53600
0,904,54000
0,940,59700
0,940,59700
0,940,59700
0,940,59700
0,1114,44400
0,1186,45100
0,1405,49400
0,1405,49400
0,1159,52400
0,593,50900
0,408,35700
0,386,33900
0,455,39600
0,577,49600
0,430,37500
0,481,41700
0,581,49900
0,416,36400
0,608,43300
0,608,43300
0,608,43300
0,608,43300
0,608,43300
0,608,43300
0,608,43300
0,608,43300
0,608,43300
0,818,51500
0,818,51500
0,757,46000
0,566,36700
0,505,32900
0,513,33400
0,530,34500
0,566,36700
0,513,33400
0,697,44900
0,757,46000
0,505,32900
0,530,34500
0,632,37000
0,656,38300
0,460,27300
0,460,27300
0,586,34400
0,541,31900
0,656,38300
0,656,38300
0,656,38300
0,460,27300
0,586,34400
0,632,37000
0,656,38300
0,460,27300
0,608,43300
0,373,27300
0,608,43300
0,373,27300
0,373,27300
0,373,27300
0,818,51500
0,373,27300
0,818,51500
0,608,43300
0,818,51500
0,818,51500
0,414,47100
0,530,34500
0,588,31200
0,789,50500
0,390,31500
0,390,31500
0,390,31500
0,390,31500
0,390,31500
0,390,31500
0,390,31500
0,390,31500
0,390,31500
0,460,27300
0,586,34400
0,662,48200
0,915,54000
0,662,48200
0,662,48200
0,773,52100
0,748,51800
0,940,54400
0,748,51800
0,691,50200
0,940,54400
0,773,52100
0,748,51800
0,691,50200
0,454,48500
0,660,69300
0,600,63300
0,854,76800
0,663,69600
0,600,63300
0,663,69600
0,660,69300
0,854,76800
0,454,48500
0,660,69300
0,390,31500
0,390,31500
0,390,31500
0,390,31500
0,390,31500
0,390,31500
0,544,36400
0,541,31900
0,568,33500
0,624,30200
0,854,76800
0,482,52100
0,553,57300
0,414,47100
0,482,52100
0,553,57300
0,414,47100
0,482,52100
0,553,57300
0,680,74300
0,710,34600
0,696,34100
0,698,34200
0,698,34200
0,710,34600
0,682,74500
0,454,50600
0,450,50100
0,680,74300
0,682,74500
0,682,74500
0,660,72200
0,450,50100
0,682,74500
0,682,74500
0,660,72200
0,454,50600
0,450,50100
0,916,81300
0,657,40000
0,657,40000
0,469,29000
0,603,36900
0,636,38800
0,657,40000
0,603,36900
0,542,33300
0,636,38800
0,657,40000
0,657,40000
0,710,34600
0,696,34100
0,545,36500
0,544,36400
0,544,36400
0,545,36500
0,543,36300
0,1067,52800
0,552,36900
0,410,29300
0,418,29900
0,368,26500
0,408,29200
0,418,29900
0,418,29900
0,407,29100
0,496,45600
0,495,45500
0,493,45300
0,496,45600
0,493,45300
0,479,44100
0,369,34500
0,496,45600
0,493,45300
0,603,36900
0,542,33300
0,657,40000
0,511,45700
0,574,51000
0,574,51000
0,574,51000
0,284,26400
0,257,24100
0,257,24100
0,257,24100
0,536,47800
0,511,45700
0,511,45700
0,574,51000
0,574,51000
0,574,51000
0,574,51000
0,574,51000
0,502,44900
0,511,45700
0,385,35000
0,574,51000
0,574,51000
0,574,51000
0,649,57400
0,697,44900
0,697,44900
0,757,46000
0,505,32900
0,530,34500
0,304,20400
0,306,20500
0,401,26500
0,656,38300
0,656,38300
0,632,37000
0,460,27300
0,541,31900
0,656,38300
0,656,38300
0,775,52200
0,846,53100
0,915,54000
0,846,53100
0,691,50200
0,773,52100
0,940,54400
0,636,66900
0,602,63500
0,454,48500
0,574,51000
0,572,50800
0,574,51000
0,572,50800
0,385,35000
0,591,52400
0,574,51000
0,574,51000
0,574,51000
0,574,51000
0,572,50800
0,574,51000
0,452,21600
0,535,25400
0,800,33900
0,579,27400
0,656,30800
0,882,34600
0,593,28000
0,648,30500
0,579,27400
0,656,30800
0,882,34600
0,459,21900
0,452,21600
0,535,25400
0,660,69300
0,602,63500
0,854,76800
0,454,48500
0,600,63300
0,602,63500
0,663,69600
0,600,63300
0,682,74500
0,660,72200
0,454,50600
0,680,74300
0,215,25400
0,270,31200
0,268,31000
0,266,30800
0,235,27500
0,274,31600
0,657,40000
0,469,29000
0,542,33300
0,657,40000
0,657,40000
0,469,29000
0,469,29000
0,657,40000
0,454,21700
0,800,33900
0,617,29100
0,624,30200
0,624,30200
0,624,30200
0,624,30200
0,622,30100
0,624,30200
0,624,30200
0,568,33500
0,568,33500
0,861,43000
0,568,33500
0,568,33500
0,568,33500
0,604,35500
0,568,33500
0,568,33500
0,568,33500
0,568,33500
0,568,33500
0,861,43000
0,604,35500
0,568,33500
0,469,29000
0,469,29000
0,511,45700
0,506,45200
0,574,51000
0,574,51000
0,574,51000
0,296,27400
0,257,24100
0,257,24100
0,290,26900
0,502,44900
0,385,35000
0,591,52400
0,574,51000
0,649,57400
0,574,51000
0,572,50800
0,574,51000
0,596,52900
0,536,47800
0,511,45700
0,591,52400
0,574,51000
0,574,51000
0,574,51000
0,536,47800
0,568,33500
0,861,43000
0,605,35600
0,604,35500
0,604,35500
0,328,19800
0,328,19800
0,328,19800
0,328,19800
0,299,18200
0,328,19800
0,299,18200
0,566,39900
0,789,50500
0,566,39900
0,566,39900
0,540,38200
0,593,41800
0,918,52100
0,681,47700
0,566,39900
0,540,38200
0,761,50100
0,593,41800
0,681,47700
0,502,44900
0,511,45700
0,511,45700
0,574,51000
0,574,51000
0,574,51000
0,649,57400
0,572,50800
0,579,27400
0,656,30800
0,882,34600
0,593,28000
0,459,21900
0,648,30500
0,454,21700
0,457,21800
0,617,29100
0,656,30800
0,459,21900
0,452,21600
0,535,25400
0,454,21700
0,800,33900
0,457,21800
0,617,29100
0,656,30800
0,553,39100
0,761,50100
0,918,52100
0,588,31200
0,588,31200
0,620,32800
0,620,32800
0,588,31200
0,588,31200
0,904,39100
0,620,32800
0,620,32800
0,943,39400
0,611,32300
0,611,32300
0,624,33000
0,578,30700
0,588,31200
0,588,31200
0,588,31200
0,620,32800
0,620,32800
0,611,32300
0,624,33000
0,588,31200
0,593,28000
0,648,30500
0,457,21800
0,981,35400
0,622,30100
0,624,30200
0,622,30100
0,624,30200
0,624,30200
0,568,33500
0,568,33500
0,568,33500
0,568,33500
0,861,43000
0,605,35600
0,604,35500
0,605,35600
0,604,35500
0,568,33500
0,568,33500
0,568,33500
0,604,35500
0,328,19800
0,299,18200
0,328,19800
0,328,19800
0,328,19800
0,328,19800
0,328,19800
0,328,19800
0,328,19800
0,328,19800
0,566,39900
0,761,50100
0,566,39900
0,566,39900
0,761,50100
0,553,39100
0,789,50500
0,566,39900
0,566,39900
0,566,39900
0,918,52100
0,789,50500
0,566,39900
0,566,39900
0,566,39900
0,566,39900
0,540,38200
0,593,41800
0,953,39500
0,620,32800
0,620,32800
0,943,39400
0,611,32300
0,611,32300
0,770,43200
0,788,43400
0,792,43400
0,761,43100
0,770,43200
0,792,43400
0,788,43400
0,290,23200
0,318,25300
0,414,32300
0,322,25500
0,294,23500
0,318,25300
0,450,34900
0,414,32300
0,322,25500
0,294,23500
0,290,23200
0,681,47700
0,553,39100
0,904,39100
0,588,31200
0,953,39500
0,943,39400
0,904,39100
0,588,31200
0,953,39500
0,611,32300
0,570,30300
0,578,30700
0,578,30700
0,904,39100
0,904,39100
0,953,39500
0,943,39400
0,611,32300
0,611,32300
0,570,30300
0,578,30700
0,578,30700
0,578,30700
0,904,39100
0,588,31200
0,318,25300
0,749,46300
0,787,46800
0,751,46400
0,864,47700
0,787,46800
0,545,45200
0,536,44400
0,545,45200
0,536,44400
0,536,44400
0,545,45200
0,536,44400
0,536,44400
0,530,44000
0,545,45200
0,536,44400
0,414,34800
0,680,55800
0,881,54800
0,881,54800
0,881,54800
0,881,54800
0,881,54800
0,588,31200
0,904,39100
0,611,32300
0,624,33000
0,570,30300
0,578,30700
0,578,30700
0,578,30700
0,602,63500
0,414,32300
0,792,43400
0,788,43400
0,761,43100
0,792,43400
0,788,43400
0,322,25500
0,294,23500
0,450,34900
0,290,23200
0,450,34900
0,747,46300
0,749,46300
0,787,46800
0,864,47700
0,881,54800
0,881,39900
0,665,54800
0,665,54800
0,459,38500
0,539,44800
0,665,54800
0,665,54800
0,511,42600
0,665,54800
0,459,38500
0,459,38500
0,511,42600
0,648,53500
0,546,31000
0,591,33400
0,785,40400
0,774,40300
0,591,33400
0,785,40400
0,583,33000
0,785,40400
0,583,33000
0,519,29500
28010,2720,293200
0,749,46300
0,751,46400
0,536,44400
0,536,44400
0,545,45200
0,540,44800
0,414,34800
0,545,45200
0,536,44400
0,545,45200
0,540,44800
0,414,34800
0,536,44400
0,545,45200
0,536,44400
0,545,45200
0,540,44800
0,492,41000
0,495,41200
0,741,58400
0,536,44400
0,741,58400
0,881,39900
0,665,54800
0,459,38500
0,511,42600
0,456,53600
0,405,47900
0,405,47900
0,405,47900
0,405,47900
0,405,47900
0,405,47900
0,405,47900
0,405,47900
0,405,47900
0,624,72200
0,405,47900
0,405,47900
0,405,47900
0,405,47900
0,405,47900
0,456,53600
0,456,53600
0,456,53600
0,405,47900
0,405,47900
0,405,47900
0,624,72200
0,405,47900
0,405,47900
0,405,47900
0,405,47900
0,405,47900
0,456,53600
0,405,47900
0,405,47900
0,405,47900
0,405,47900
0,405,47900
0,624,72200
0,405,47900
0,405,47900
0,405,47900
0,405,47900
0,405,47900
0,456,53600
0,405,47900
0,456,53600
0,456,53600
0,612,34100
0,612,34100
0,616,34300
0,647,36000
0,634,35300
0,850,40600
0,869,41600
0,580,32400
0,648,53500
0,665,54800
0,459,38500
0,459,38500
0,539,44800
0,648,53500
0,665,54800
0,665,54800
0,539,44800
0,1031,52200
0,583,33000
0,519,29500
0,546,31000
0,774,40300
0,519,29500
0,546,31000
0,591,33400
0,774,40300
0,456,53600
0,405,47900
0,405,47900
0,405,47900
0,405,47900
0,405,47900
0,430,50700
0,456,53600
0,634,35300
0,622,34700
0,616,34300
0,647,36000
0,636,35400
0,634,35300
0,612,34100
0,689,38200
0,612,34100
0,622,34700
0,636,35400
0,634,35300
0,850,40600
0,696,32700
0,669,31500
0,509,24500
0,662,31200
0,696,32700
0,688,32300
0,688,32300
0,678,31900
0,509,24500
0,688,32300
0,669,31500
0,678,31900
0,456,53600
0,456,53600
0,405,47900
0,405,47900
0,405,47900
0,405,47900
0,405,47900
0,405,47900
0,405,47900
0,405,47900
0,456,53600
0,405,47900
0,405,47900
0,405,47900
0,405,47900
0,405,47900
0,405,47900
0,405,47900
0,456,53600
0,405,47900
0,456,53600
0,456,53600
0,405,47900
0,405,47900
0,405,47900
0,405,47900
0,509,24500
0,405,47900
0,623,34700
0,615,34300
0,689,38200
0,634,35300
0,598,33400
0,622,34700
0,636,35400
0,612,34100
0,689,38200
0,598,33400
0,850,40600
0,869,41600
0,580,32400
0,634,35300
0,616,34300
0,647,36000
0,869,41600
0,580,32400
0,662,31200
0,688,32300
0,688,32300
0,688,32300
0,678,31900
0,688,32300
0,669,31500
0,662,31200
0,696,32700
0,688,32300
0,688,32300
